Judul,Tanggal,Link,Isi Berita
Jokowi Unggul di 2 TPS Penjara Koruptor Lapas Sukamiskin,"Rabu, 17 Apr 2019 16:11 WIB",https://www.cnnindonesia.com/nasional/20190417154309-32-387275/jokowi-unggul-di-2-tps-penjara-koruptor-lapas-sukamiskin,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Quick Count Indo Barometer 51,00 Persen: Jokowi 53,49 Persen","Rabu, 17 Apr 2019 16:04 WIB",https://www.cnnindonesia.com/nasional/20190417145509-32-387277/quick-count-indo-barometer-5100-persen-jokowi-5349-persen,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
Jokowi Menang 11 Suara di TPS Depan Rumah Megawati,"Rabu, 17 Apr 2019 15:54 WIB",https://www.cnnindonesia.com/nasional/20190417152342-32-387263/jokowi-menang-11-suara-di-tps-depan-rumah-megawati,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Quick Count LSI Denny JA 74,65 Persen: Jokowi 54,61 Persen","Rabu, 17 Apr 2019 15:53 WIB",https://www.cnnindonesia.com/nasional/20190417145559-32-387269/quick-count-lsi-denny-ja-7465-persen-jokowi-5461-persen,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Live Quick Count Pilpres 2019, Tonton di Sini","Rabu, 17 Apr 2019 15:48 WIB",https://www.cnnindonesia.com/nasional/20190417144448-32-387236/live-quick-count-pilpres-2019-tonton-di-sini,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
Prabowo Kalahkan Jokowi di TPS AHY,"Rabu, 17 Apr 2019 15:45 WIB",https://www.cnnindonesia.com/nasional/20190417144725-32-387234/prabowo-kalahkan-jokowi-di-tps-ahy,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Quick Count Litbang Kompas 50,75 Persen: Jokowi 55,04 Persen","Rabu, 17 Apr 2019 15:42 WIB",https://www.cnnindonesia.com/nasional/20190417145557-32-387261/quick-count-litbang-kompas-5075-persen-jokowi-5504-persen,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Quick Count Kedai Kopi 35 Persen: Jokowi 54,17 Persen","Rabu, 17 Apr 2019 15:42 WIB",https://www.cnnindonesia.com/nasional/20190417153500-32-387264/quick-count-kedai-kopi-35-persen-jokowi-5417-persen,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
BPN soal Kalah di Markas FPI: Mungkin Banyak Pendukung Jokowi,"Rabu, 17 Apr 2019 15:41 WIB",https://www.cnnindonesia.com/nasional/20190417152921-32-387260/bpn-soal-kalah-di-markas-fpi-mungkin-banyak-pendukung-jokowi,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
"Prabowo Menang di TPS Dekat DPP FPI, 'Habib Pulang' Bergema","Rabu, 17 Apr 2019 15:38 WIB",https://www.cnnindonesia.com/nasional/20190417152344-32-387257/prabowo-menang-di-tps-dekat-dpp-fpi-habib-pulang-bergema,ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
